22.12.2023 0:00:24;Outdoor;Room;Room set Day;Hot water;Hot water set;Heating 1;Heating 1 set;Heating 2 (mixer);Heating 2 set;Actual flow;6-1-4 Set buff;0052 BURNER;PUMP HOT WATER;PUMP HEATING;0064 COLLECTOR_PUMP;fdac PUMP MIXER?;fdbf RELEASE_2WE;
22.12.2023 0:00:24;3,60;20,30;23,00;44,50;42,00;37,70;38,20;32,70;34,30;39,50;38,20;1,00;0,00;0,00;0,00;1,20;1,25;
22.12.2023 0:01:49;3,60;20,30;23,00;44,50;42,00;37,20;38,20;32,70;34,30;39,10;38,60;1,00;0,00;0,00;0,00;1,20;1,25;
22.12.2023 0:03:14;3,60;20,30;23,00;44,50;42,00;37,20;38,20;32,70;34,30;38,90;38,20;1,00;0,00;0,00;0,00;1,20;1,25;
22.12.2023 0:04:39;3,60;20,30;23,00;44,50;42,00;37,20;38,20;32,70;34,30;38,90;38,20;1,00;0,00;0,00;0,00;1,20;1,25;
22.12.2023 0:06:04;3,60;20,20;23,00;44,50;42,00;36,80;38,20;32,70;34,30;38,50;38,20;1,00;0,00;0,00;0,00;1,20;1,25;
22.12.2023 0:07:29;3,60;20,30;23,00;44,50;42,00;36,60;38,60;32,60;34,30;38,40;38,20;1,00;0,00;0,00;0,00;1,20;1,25;
22.12.2023 0:08:54;3,60;20,20;23,00;44,50;42,00;36,60;38,20;32,20;34,30;38,40;38,60;1,00;0,00;0,00;0,00;1,20;1,25;
22.12.2023 0:10:19;3,60;20,30;23,00;44,50;42,00;36,40;38,60;32,70;34,30;37,80;38,20;1,00;0,00;0,00;0,00;1,20;1,25;
22.12.2023 0:11:44;3,60;20,30;23,00;44,50;42,00;36,00;38,20;32,70;34,30;37,80;38,20;1,00;0,00;0,00;0,00;1,20;1,25;
22.12.2023 0:13:09;3,60;20,20;23,00;44,50;42,00;36,00;38,60;32,70;34,30;37,80;38,20;1,00;0,00;0,00;0,00;1,20;1,25;
22.12.2023 0:14:34;3,60;20,30;23,00;44,50;42,00;36,00;38,20;32,70;34,30;37,20;38,60;1,00;0,00;0,00;0,00;1,20;1,25;
22.12.2023 0:15:59;3,60;20,20;23,00;44,50;42,00;35,70;38,60;32,70;34,20;37,20;38,20;1,00;0,00;0,00;0,00;1,20;1,25;
22.12.2023 0:17:24;3,60;20,30;23,00;44,50;42,00;35,50;38,60;32,70;34,30;37,20;38,50;1,00;0,00;0,00;0,00;1,20;1,25;
22.12.2023 0:18:49;3,70;20,20;23,00;44,50;42,00;35,50;38,50;32,40;34,20;36,60;38,10;1,00;0,00;0,00;0,00;1,20;1,25;
22.12.2023 0:20:14;3,70;20,30;23,00;44,50;42,00;35,30;38,50;32,20;34,20;36,60;38,00;1,00;0,00;0,00;0,00;1,20;1,25;
22.12.2023 0:21:39;3,90;20,20;23,00;44,50;42,00;34,90;38,00;32,20;34,10;36,60;38,00;1,00;0,00;0,00;0,00;1,20;1,25;
22.12.2023 0:23:04;3,90;20,20;23,00;44,50;42,00;34,90;38,00;32,10;34,10;36,10;37,90;1,00;0,00;0,00;0,00;1,20;1,25;
22.12.2023 0:24:29;4,00;20,30;23,00;44,50;42,00;34,90;37,80;32,00;34,00;36,10;38,20;1,00;0,00;0,00;0,00;1,20;1,25;
22.12.2023 0:25:54;4,10;20,20;23,00;44,50;42,00;34,80;38,20;32,00;33,90;36,10;38,20;1,00;0,00;0,00;0,00;1,20;1,25;
22.12.2023 0:27:19;4,10;20,20;23,00;44,50;42,00;34,30;38,20;32,70;34,00;35,60;38,20;1,00;0,00;0,00;0,00;1,20;1,25;
22.12.2023 0:28:44;4,10;20,20;23,00;44,50;42,00;34,30;38,20;33,00;33,90;35,50;38,20;1,00;0,00;0,00;0,00;1,20;1,25;
22.12.2023 0:30:09;4,10;20,30;23,00;44,50;42,00;34,30;38,20;33,20;34,00;35,50;38,20;1,00;0,00;0,00;0,00;1,20;1,25;
22.12.2023 0:31:34;4,20;20,20;23,00;44,50;42,00;34,10;38,20;33,20;33,90;34,90;38,20;1,00;0,00;0,00;0,00;1,20;1,25;
22.12.2023 0:32:59;4,20;20,20;23,00;44,50;42,00;33,80;38,20;33,20;33,90;34,90;38,20;1,00;0,00;0,00;0,00;1,20;1,25;
22.12.2023 0:34:24;4,20;20,10;23,00;44,50;42,00;33,80;38,20;33,00;33,90;34,90;38,20;1,00;0,00;0,00;0,00;1,20;1,25;
22.12.2023 0:35:49;4,20;20,20;23,00;44,50;42,00;33,80;38,20;32,70;33,90;34,70;38,20;1,00;0,00;0,00;0,00;1,20;1,25;
22.12.2023 0:37:14;4,20;20,20;23,00;44,50;42,00;33,80;38,20;32,70;33,90;34,40;38,20;1,00;0,00;0,00;0,00;1,20;1,25;
22.12.2023 0:38:39;4,20;20,20;23,00;44,50;42,00;33,30;38,60;32,70;33,90;34,40;38,60;1,00;0,00;0,00;0,00;1,20;1,25;
22.12.2023 0:40:04;4,20;20,20;23,00;44,50;42,00;33,20;38,20;32,70;33,90;34,40;38,60;1,00;0,00;0,00;0,00;1,20;1,25;
22.12.2023 0:41:29;4,20;20,20;23,00;44,50;42,00;33,20;38,20;32,70;33,90;33,80;38,60;1,00;0,00;0,00;0,00;1,20;1,25;
22.12.2023 0:42:54;4,20;20,20;23,00;44,50;42,00;33,20;38,60;32,40;33,90;33,80;38,60;1,00;0,00;0,00;0,00;1,20;1,25;
22.12.2023 0:44:19;4,20;20,20;23,00;44,50;42,00;33,00;38,60;32,00;34,00;33,80;38,60;1,00;0,00;0,00;0,00;1,20;1,25;
22.12.2023 0:45:44;4,10;20,10;23,00;44,50;42,00;32,70;38,70;32,00;34,10;33,50;38,70;1,00;0,00;0,00;0,00;1,20;1,25;
22.12.2023 0:47:09;4,00;20,20;23,00;44,50;42,00;32,70;38,80;32,00;34,20;33,30;38,50;1,00;0,00;1,10;0,00;1,20;1,25;
22.12.2023 0:48:34;3,80;20,20;23,00;44,50;42,00;32,70;38,50;32,00;34,20;36,50;38,50;1,00;0,00;1,10;0,00;1,20;1,25;
22.12.2023 0:49:59;3,60;20,20;23,00;44,50;42,00;32,70;39,00;32,00;34,30;37,20;39,00;1,00;0,00;1,10;0,00;1,20;1,25;
22.12.2023 0:51:24;3,60;20,20;23,00;44,50;42,00;32,70;38,60;32,70;34,30;37,70;38,60;1,00;0,00;1,10;0,00;1,20;1,25;
22.12.2023 0:52:49;3,60;20,10;23,00;44,50;42,00;32,70;39,00;32,70;34,30;38,40;39,00;1,00;0,00;1,10;0,00;1,20;1,25;
22.12.2023 0:54:14;3,60;20,10;23,00;44,50;42,00;32,90;39,00;33,20;34,30;38,90;39,00;1,00;0,00;1,10;0,00;1,20;1,25;
22.12.2023 0:55:39;3,60;20,10;23,00;44,50;42,00;33,20;39,00;33,80;34,30;39,50;39,00;1,00;0,00;1,10;0,00;1,20;1,25;
22.12.2023 0:57:04;3,60;20,10;23,00;44,50;42,00;33,40;39,00;34,20;34,30;40,00;39,00;1,00;0,00;1,10;0,00;1,20;1,25;
22.12.2023 0:58:29;3,60;20,10;23,00;44,40;42,00;33,80;38,60;34,30;34,30;40,60;39,00;1,00;0,00;1,10;0,00;1,20;1,25;
22.12.2023 0:59:54;3,60;20,20;23,00;44,50;42,00;34,10;39,00;34,90;34,30;41,10;38,60;1,00;0,00;1,10;0,00;1,20;1,25;
22.12.2023 1:01:19;3,60;20,20;23,00;44,50;42,00;34,30;38,60;35,50;34,30;41,40;38,60;1,00;0,00;1,10;0,00;1,20;1,25;
22.12.2023 1:02:44;3,60;20,20;23,00;44,50;42,00;34,80;38,60;36,00;34,30;41,70;38,60;1,00;0,00;1,10;0,00;1,20;1,25;
22.12.2023 1:04:09;3,60;20,10;23,00;44,50;42,00;35,20;39,00;35,90;34,30;42,30;38,60;1,00;0,00;1,10;0,00;1,20;1,25;
22.12.2023 1:05:34;3,60;20,20;23,00;44,50;42,00;35,70;39,00;35,50;34,30;42,80;39,00;1,00;0,00;1,10;0,00;1,20;1,25;
22.12.2023 1:06:59;3,60;20,10;23,00;44,40;42,00;36,00;39,00;34,40;34,30;43,40;39,00;1,00;0,00;1,10;0,00;1,20;1,25;
22.12.2023 1:08:24;3,60;20,10;23,00;44,50;42,00;36,60;38,60;33,80;34,30;43,80;38,60;1,00;0,00;1,10;0,00;1,20;1,25;
22.12.2023 1:09:49;3,60;20,20;23,00;44,40;42,00;37,10;38,60;33,70;34,30;44,00;38,60;1,00;0,00;1,10;0,00;1,20;1,25;
22.12.2023 1:11:14;3,60;20,10;23,00;44,50;42,00;37,60;39,00;33,20;34,30;44,40;39,00;1,00;0,00;1,10;0,00;1,20;1,25;
22.12.2023 1:12:39;3,60;20,10;23,00;44,40;42,00;38,00;39,00;33,20;34,30;44,50;39,00;1,00;0,00;1,10;0,00;1,20;1,25;
22.12.2023 1:14:04;3,60;20,10;23,00;44,50;42,00;38,50;39,00;33,20;34,30;45,10;38,60;1,00;0,00;1,10;0,00;1,20;1,25;
22.12.2023 1:15:29;3,60;20,20;23,00;44,50;42,00;38,90;38,60;32,90;34,30;45,70;39,00;1,00;0,00;1,10;0,00;1,20;1,25;
22.12.2023 1:16:54;3,60;20,10;23,00;44,50;42,00;39,40;39,00;33,00;34,30;45,70;39,00;1,00;0,00;1,10;0,00;1,20;1,25;
22.12.2023 1:18:19;3,60;20,10;23,00;44,40;42,00;39,70;39,00;33,00;34,30;46,10;39,00;1,00;0,00;1,10;0,00;1,20;1,25;
22.12.2023 1:19:44;3,60;20,10;23,00;44,40;42,00;40,00;39,00;33,20;34,30;46,30;39,00;1,00;0,00;1,10;0,00;1,20;1,25;
22.12.2023 1:21:09;3,60;20,10;23,00;44,30;42,00;40,40;38,60;33,20;34,30;46,80;38,60;1,00;0,00;1,10;0,00;1,20;1,25;
22.12.2023 1:22:34;3,60;20,10;23,00;44,50;42,00;40,60;39,00;33,20;34,30;46,90;39,00;1,00;0,00;1,10;0,00;1,20;1,25;
22.12.2023 1:23:59;3,60;20,10;23,00;44,50;42,00;40,70;39,00;33,20;34,30;46,90;39,00;1,00;0,00;1,10;0,00;1,20;1,25;
22.12.2023 1:25:24;3,60;20,10;23,00;44,30;42,00;41,10;39,00;33,20;34,30;46,90;39,00;1,00;0,00;1,10;0,00;1,20;1,25;
22.12.2023 1:26:49;3,60;20,10;23,00;44,30;42,00;41,10;39,00;33,20;34,30;47,10;39,00;1,00;0,00;1,10;0,00;1,20;1,25;
22.12.2023 1:28:14;3,60;20,10;23,00;44,40;42,00;41,50;39,30;33,20;34,30;47,40;39,40;1,00;0,00;1,10;0,00;1,20;1,25;
22.12.2023 1:29:39;3,60;20,20;23,00;44,40;42,00;41,70;38,60;33,50;34,30;47,40;39,00;1,00;0,00;1,10;0,00;1,20;1,25;
22.12.2023 1:31:04;3,60;20,20;23,00;44,50;42,00;41,90;39,00;33,80;34,30;47,40;38,60;1,00;0,00;1,10;0,00;1,20;1,25;
22.12.2023 1:32:29;3,60;20,10;23,00;44,50;42,00;42,20;38,60;33,80;34,30;47,80;39,00;1,00;0,00;1,10;0,00;1,20;1,25;
22.12.2023 1:33:54;3,60;20,10;23,00;44,40;42,00;42,20;39,00;33,80;34,30;47,90;39,00;1,00;0,00;1,10;0,00;1,20;1,25;
22.12.2023 1:35:19;3,60;20,10;23,00;44,40;42,00;42,50;39,00;33,80;34,30;47,90;39,00;1,00;0,00;1,10;0,00;1,20;1,25;
22.12.2023 1:36:44;3,60;20,10;23,00;44,40;42,00;42,80;38,60;33,80;34,30;47,90;38,60;1,00;0,00;1,10;0,00;1,20;1,25;
22.12.2023 1:38:09;3,60;20,10;23,00;44,40;42,00;43,10;38,60;33,80;34,30;47,90;38,60;1,00;0,00;1,10;0,00;1,20;1,25;
22.12.2023 1:39:34;3,60;20,10;23,00;44,50;42,00;43,30;39,40;33,80;34,30;47,90;39,00;1,00;0,00;1,10;0,00;1,20;1,25;
22.12.2023 1:40:59;3,60;20,20;23,00;44,30;42,00;43,40;38,60;34,00;34,30;47,90;39,00;1,00;0,00;1,10;0,00;1,20;1,25;
22.12.2023 1:42:24;3,60;20,10;23,00;44,40;42,00;43,50;39,00;34,30;34,30;47,90;39,40;1,00;0,00;1,10;0,00;1,20;1,25;
22.12.2023 1:43:49;3,50;20,10;23,00;44,40;42,00;43,70;39,10;34,30;34,50;48,30;39,00;1,00;0,00;1,10;0,00;1,20;1,25;
22.12.2023 1:45:14;3,40;20,20;23,00;44,30;42,00;43,80;39,20;34,30;34,40;48,00;39,10;1,00;0,00;1,10;0,00;1,20;1,25;
22.12.2023 1:46:39;3,40;20,10;23,00;44,30;42,00;43,80;39,20;34,30;34,40;47,90;39,20;1,00;0,00;1,10;0,00;1,20;1,25;
22.12.2023 1:48:04;3,30;20,20;23,00;44,30;42,00;43,70;38,80;34,30;34,50;47,90;39,20;1,00;0,00;1,10;0,00;1,20;1,25;
22.12.2023 1:49:29;3,20;20,10;23,00;44,30;42,00;43,80;38,90;34,30;34,60;48,00;39,30;1,00;0,00;1,10;0,00;1,20;1,25;
22.12.2023 1:50:54;3,00;20,20;23,00;44,30;42,00;44,00;39,30;34,30;34,60;47,90;39,30;1,00;0,00;1,10;0,00;1,20;1,25;
22.12.2023 1:52:19;3,00;20,10;23,00;44,40;42,00;44,00;39,30;34,30;34,60;47,90;39,30;1,00;0,00;1,10;0,00;1,20;1,25;
22.12.2023 1:53:44;3,00;20,10;23,00;44,30;42,00;44,10;39,30;34,30;34,60;47,90;39,30;1,00;0,00;1,10;0,00;1,20;1,25;
22.12.2023 1:55:09;3,00;20,10;23,00;44,40;42,00;44,20;39,30;34,30;34,60;47,90;39,30;1,00;0,00;1,10;0,00;1,20;1,25;
22.12.2023 1:56:34;3,10;20,20;23,00;44,40;42,00;44,20;39,30;34,30;34,60;47,90;38,90;1,00;0,00;1,10;0,00;1,20;1,25;
22.12.2023 1:57:59;3,00;20,10;23,00;44,40;42,00;44,20;39,30;34,30;34,60;47,90;39,30;1,00;0,00;1,10;0,00;1,20;1,25;
22.12.2023 1:59:24;3,00;20,10;23,00;44,40;42,00;44,20;39,30;34,30;34,60;47,90;39,30;1,00;0,00;1,10;0,00;1,20;1,25;
22.12.2023 2:00:49;3,00;20,10;23,00;44,30;42,00;44,20;38,90;34,30;34,60;48,00;38,90;1,00;0,00;1,10;0,00;1,20;1,25;
22.12.2023 2:02:14;3,00;20,10;23,00;44,40;42,00;44,20;39,30;34,30;34,60;48,20;39,30;1,00;0,00;1,10;0,00;1,20;1,25;
22.12.2023 2:03:39;3,00;20,10;23,00;44,30;42,00;44,30;39,30;34,30;34,60;47,90;39,30;1,00;0,00;1,10;0,00;1,20;1,25;
22.12.2023 2:05:04;3,00;20,10;23,00;44,40;42,00;44,30;39,30;34,30;34,60;48,30;39,30;1,00;0,00;1,10;0,00;1,20;1,25;
22.12.2023 2:06:29;3,00;20,20;23,00;44,40;42,00;44,30;39,30;34,30;34,60;48,00;39,30;1,00;0,00;1,10;0,00;1,20;1,25;
22.12.2023 2:07:54;3,00;20,20;23,00;44,40;42,00;44,30;38,90;34,30;34,60;48,00;39,30;1,00;0,00;1,10;0,00;1,20;1,25;
22.12.2023 2:09:19;3,00;20,10;23,00;44,40;42,00;44,20;39,30;34,40;34,60;48,20;38,90;1,00;0,00;1,10;0,00;1,20;1,25;
22.12.2023 2:10:44;3,00;20,10;23,00;44,30;42,00;44,20;39,30;34,40;34,60;48,50;39,30;1,00;0,00;0,00;0,00;1,20;1,25;
22.12.2023 2:12:09;3,00;20,10;23,00;44,30;42,00;44,20;39,30;34,50;34,60;47,40;39,30;1,00;0,00;0,00;0,00;1,20;1,25;
22.12.2023 2:13:34;3,00;20,10;23,00;44,40;42,00;44,00;39,30;34,60;34,60;46,90;39,30;1,00;0,00;0,00;0,00;1,20;1,25;
22.12.2023 2:14:59;3,00;20,10;23,00;44,40;42,00;44,00;39,30;34,90;34,60;46,90;39,30;1,00;0,00;0,00;0,00;1,20;1,25;
22.12.2023 2:16:24;3,00;20,10;23,00;44,40;42,00;43,40;39,30;35,30;34,60;46,30;39,30;1,00;0,00;0,00;0,00;1,20;1,25;
22.12.2023 2:17:49;3,00;20,10;23,00;44,40;42,00;43,10;38,90;35,90;34,60;46,30;39,30;1,00;0,00;0,00;0,00;1,20;1,25;
22.12.2023 2:19:14;3,00;20,10;23,00;44,40;42,00;42,80;39,30;36,10;34,60;45,70;39,30;1,00;0,00;0,00;0,00;1,20;1,25;
22.12.2023 2:20:39;3,00;20,10;23,00;44,30;42,00;42,40;39,30;36,60;34,60;45,70;38,90;1,00;0,00;0,00;0,00;1,20;1,25;
22.12.2023 2:22:04;3,00;20,10;23,00;44,30;42,00;42,20;39,30;36,10;34,60;45,10;39,30;1,00;0,00;0,00;0,00;1,20;1,25;
22.12.2023 2:23:29;3,00;20,10;23,00;44,30;42,00;41,80;39,30;35,70;34,60;45,10;39,30;1,00;0,00;0,00;0,00;1,20;1,25;
22.12.2023 2:24:54;3,00;20,10;23,00;44,30;42,00;41,70;39,30;34,90;34,60;44,60;39,30;1,00;0,00;0,00;0,00;1,20;1,25;
22.12.2023 2:26:19;3,00;20,10;23,00;44,40;42,00;41,70;39,30;34,30;34,60;44,50;39,30;1,00;0,00;0,00;0,00;1,20;1,25;
22.12.2023 2:27:44;3,00;20,10;23,00;44,30;42,00;41,10;39,30;33,80;34,60;44,30;39,30;1,00;0,00;0,00;0,00;1,20;1,25;
22.12.2023 2:29:09;3,00;20,10;23,00;44,20;42,00;41,10;38,90;33,20;34,60;44,00;39,30;1,00;0,00;0,00;0,00;1,20;1,25;
22.12.2023 2:30:34;3,00;20,10;23,00;44,40;42,00;40,90;39,30;33,20;34,60;44,00;39,30;1,00;0,00;0,00;0,00;1,20;1,25;
22.12.2023 2:31:59;3,00;20,10;23,00;44,30;42,00;40,50;39,30;32,70;34,60;43,40;39,30;1,00;0,00;0,00;0,00;1,20;1,25;
22.12.2023 2:33:24;3,00;20,10;23,00;44,30;42,00;40,50;39,30;32,70;34,60;43,40;39,30;1,00;0,00;0,00;0,00;1,20;1,25;
22.12.2023 2:34:49;3,00;20,10;23,00;44,30;42,00;40,40;39,30;32,00;34,60;43,00;39,30;1,00;0,00;0,00;0,00;1,20;1,25;
22.12.2023 2:36:14;3,00;20,10;23,00;44,30;42,00;40,00;39,30;32,70;34,60;42,80;39,30;1,00;0,00;0,00;0,00;1,20;1,25;
22.12.2023 2:37:39;3,00;20,10;23,00;44,20;42,00;40,00;39,30;33,20;34,60;42,80;39,30;1,00;0,00;0,00;0,00;1,20;1,25;
22.12.2023 2:39:04;3,00;20,10;23,00;44,40;42,00;39,70;39,30;33,50;34,60;42,30;39,30;1,00;0,00;0,00;0,00;1,20;1,25;
22.12.2023 2:40:29;3,00;20,10;23,00;44,30;42,00;39,40;39,30;33,80;34,60;42,30;39,30;1,00;0,00;0,00;0,00;1,20;1,25;
22.12.2023 2:41:54;3,00;20,10;23,00;44,30;42,00;39,40;39,30;33,80;34,60;41,70;39,30;1,00;0,00;0,00;0,00;1,20;1,25;
22.12.2023 2:43:19;3,00;20,10;23,00;44,30;42,00;38,80;39,30;33,80;34,60;41,70;39,30;1,00;0,00;0,00;0,00;1,20;1,25;
22.12.2023 2:44:44;3,00;20,10;23,00;44,30;42,00;38,80;39,30;33,80;34,60;41,70;39,30;1,00;0,00;0,00;0,00;1,20;1,25;
22.12.2023 2:46:09;3,00;20,10;23,00;44,30;42,00;38,60;39,30;33,80;34,60;41,10;39,30;1,00;0,00;0,00;0,00;1,20;1,25;
22.12.2023 2:47:34;3,00;20,10;23,00;44,30;42,00;38,30;39,30;33,80;34,60;41,10;39,70;1,00;0,00;0,00;0,00;1,20;1,25;
22.12.2023 2:48:59;3,00;20,10;23,00;44,30;42,00;38,30;39,30;33,80;34,60;40,70;39,30;1,00;0,00;0,00;0,00;1,20;1,25;
22.12.2023 2:50:24;3,00;20,10;23,00;44,20;42,00;38,00;39,70;33,80;34,60;40,60;39,70;1,00;0,00;0,00;0,00;1,20;1,25;
22.12.2023 2:51:49;3,00;20,10;23,00;44,30;42,00;37,70;39,30;33,80;34,60;40,60;39,70;1,00;0,00;0,00;0,00;1,20;1,25;
22.12.2023 2:53:14;3,00;20,10;23,00;44,20;42,00;37,70;39,30;33,80;34,60;40,00;39,30;1,00;0,00;0,00;0,00;1,20;1,25;
22.12.2023 2:54:39;3,00;20,10;23,00;44,20;42,00;37,50;39,30;33,40;34,60;40,00;39,30;1,00;0,00;0,00;0,00;1,20;1,25;
22.12.2023 2:56:04;3,00;20,00;23,00;44,20;42,00;37,20;39,30;33,20;34,60;39,70;39,30;1,00;0,00;0,00;0,00;1,20;1,25;
22.12.2023 2:57:29;3,00;20,10;23,00;44,30;42,00;37,20;39,30;33,20;34,60;39,50;39,30;1,00;0,00;0,00;0,00;1,20;1,25;
22.12.2023 2:58:54;3,00;20,10;23,00;44,20;42,00;37,00;39,30;33,20;34,60;39,50;39,30;1,00;0,00;0,00;0,00;1,20;1,25;
22.12.2023 3:00:19;3,00;20,10;23,00;44,20;42,00;36,60;39,30;33,20;34,60;39,10;39,30;1,00;0,00;0,00;0,00;1,20;1,25;
22.12.2023 3:01:44;3,00;20,10;23,00;44,20;42,00;36,60;39,30;33,20;34,60;38,90;39,30;1,00;0,00;0,00;0,00;1,20;1,25;
22.12.2023 3:03:09;3,00;20,10;23,00;44,10;42,00;36,60;39,70;32,90;34,60;38,90;39,30;1,00;0,00;0,00;0,00;1,20;1,25;
22.12.2023 3:04:34;3,00;20,10;23,00;44,20;42,00;36,00;39,30;32,70;34,60;38,50;39,70;1,00;0,00;0,00;0,00;1,20;1,25;
22.12.2023 3:05:59;3,00;20,10;23,00;44,20;42,00;36,00;39,30;32,70;34,60;38,40;39,30;1,00;0,00;0,00;0,00;1,20;1,25;
22.12.2023 3:07:24;3,00;20,10;23,00;44,10;42,00;36,00;39,30;32,70;34,60;38,40;39,30;1,00;0,00;0,00;0,00;1,20;1,25;
22.12.2023 3:08:49;3,00;20,10;23,00;44,20;42,00;35,70;39,30;32,70;34,60;37,80;39,30;1,00;0,00;0,00;0,00;1,20;1,25;
22.12.2023 3:10:14;3,00;20,10;23,00;44,10;42,00;35,50;39,70;32,70;34,60;37,80;39,30;1,00;0,00;0,00;0,00;1,20;1,25;
22.12.2023 3:11:39;3,00;20,10;23,00;44,20;42,00;35,50;39,30;32,40;34,60;37,80;39,30;1,00;0,00;0,00;0,00;1,20;1,25;
22.12.2023 3:13:04;3,00;20,10;23,00;44,00;42,00;35,50;39,30;32,50;34,60;37,20;39,30;1,00;0,00;0,00;0,00;1,20;1,25;
22.12.2023 3:14:29;3,00;20,00;23,00;44,20;42,00;35,00;39,30;32,20;34,60;37,20;39,70;1,00;0,00;0,00;0,00;1,20;1,25;
22.12.2023 3:15:54;3,00;20,10;23,00;44,10;42,00;34,90;39,70;32,00;34,60;37,10;39,70;1,00;0,00;0,00;0,00;1,20;1,25;
22.12.2023 3:17:19;3,00;20,10;23,00;44,10;42,00;34,90;39,30;32,30;34,60;36,60;39,30;1,00;0,00;0,00;0,00;1,20;1,25;
22.12.2023 3:18:44;3,00;20,10;23,00;44,20;42,00;34,80;39,30;33,20;34,60;36,60;39,30;1,00;0,00;0,00;0,00;1,20;1,25;
22.12.2023 3:20:09;3,00;20,10;23,00;44,20;42,00;34,30;39,30;33,80;34,60;36,60;39,30;1,00;0,00;0,00;0,00;1,20;1,25;
22.12.2023 3:21:34;3,00;20,10;23,00;44,00;42,00;34,30;39,30;33,80;34,60;36,10;39,30;1,00;0,00;0,00;0,00;1,20;1,25;
22.12.2023 3:22:59;3,00;20,10;23,00;44,20;42,00;34,30;39,30;33,80;34,60;36,10;39,30;1,00;0,00;0,00;0,00;1,20;1,25;
22.12.2023 3:24:24;3,00;20,10;23,00;44,10;42,00;34,10;39,30;33,20;34,60;36,10;39,30;1,00;0,00;0,00;0,00;1,20;1,25;
22.12.2023 3:25:49;3,00;20,10;23,00;44,10;42,00;33,80;39,70;33,20;34,60;35,50;39,30;1,00;0,00;0,00;0,00;1,20;1,25;
22.12.2023 3:27:14;3,00;20,00;23,00;44,00;42,00;33,80;39,70;33,20;34,60;35,50;39,30;1,00;0,00;0,00;0,00;1,20;1,25;
22.12.2023 3:28:39;3,00;20,10;23,00;44,10;42,00;33,80;39,30;33,20;34,60;35,50;39,30;1,00;0,00;0,00;0,00;1,20;1,25;
22.12.2023 3:30:04;3,00;20,00;23,00;44,00;42,00;33,60;39,30;33,00;34,60;34,90;39,30;1,00;0,00;0,00;0,00;1,20;1,25;
22.12.2023 3:31:29;3,00;20,10;23,00;44,00;42,00;33,20;39,30;32,70;34,60;34,90;39,70;1,00;0,00;0,00;0,00;1,20;1,25;
22.12.2023 3:32:54;3,00;20,00;23,00;44,10;42,00;33,20;39,70;32,70;34,60;34,90;39,70;1,00;0,00;1,10;0,00;1,20;1,25;
22.12.2023 3:34:19;3,00;20,00;23,00;44,30;42,00;33,20;39,70;32,70;34,60;37,00;39,70;1,00;0,00;1,10;0,00;1,20;1,25;
22.12.2023 3:35:44;3,00;20,10;23,00;44,20;42,00;33,10;39,30;32,70;34,60;37,80;39,70;1,00;0,00;1,10;0,00;1,20;1,25;
22.12.2023 3:37:09;3,00;20,10;23,00;44,20;42,00;33,20;39,30;32,70;34,60;38,30;39,70;1,00;0,00;1,10;0,00;1,20;1,25;
22.12.2023 3:38:34;3,00;20,10;23,00;44,10;42,00;33,20;39,70;33,20;34,60;38,90;39,30;1,00;0,00;1,10;0,00;1,20;1,25;
22.12.2023 3:39:59;3,00;20,10;23,00;44,10;42,00;33,40;39,70;33,30;34,60;39,50;39,70;1,00;0,00;1,10;0,00;1,20;1,25;
22.12.2023 3:41:24;3,00;20,10;23,00;44,10;42,00;33,80;39,70;33,80;34,60;40,00;39,70;1,00;0,00;1,10;0,00;1,20;1,25;
22.12.2023 3:42:49;3,00;20,00;23,00;44,10;42,00;34,00;39,70;34,30;34,60;40,60;39,70;1,00;0,00;1,10;0,00;1,20;1,25;
22.12.2023 3:44:14;3,00;20,10;23,00;44,20;42,00;34,30;39,70;34,80;34,60;41,10;39,30;1,00;0,00;1,10;0,00;1,20;1,25;
22.12.2023 3:45:39;3,00;20,00;23,00;44,20;42,00;34,60;39,70;34,90;34,60;34,80;39,70;1,00;0,00;1,10;0,00;1,20;1,25;
22.12.2023 3:47:04;3,00;20,00;23,00;44,20;42,00;34,90;39,30;34,90;34,60;36,60;39,30;1,00;0,00;1,10;0,00;1,20;1,25;
22.12.2023 3:48:29;3,00;20,00;23,00;44,10;42,00;35,10;39,30;34,30;34,60;33,90;39,70;1,00;0,00;1,10;0,00;1,20;1,25;
22.12.2023 3:49:54;3,00;20,00;23,00;44,10;42,00;35,00;39,70;33,80;34,60;33,30;39,70;1,00;0,00;1,10;0,00;1,20;1,25;
22.12.2023 3:51:19;3,00;20,00;23,00;44,10;42,00;34,90;39,30;33,20;34,60;33,20;39,30;1,00;0,00;1,10;0,00;1,20;1,25;
22.12.2023 3:52:44;3,00;20,00;23,00;44,20;42,00;34,70;39,70;32,80;34,60;32,10;39,70;1,00;0,00;1,10;0,00;1,20;1,25;
22.12.2023 3:54:09;3,00;20,00;23,00;44,10;42,00;34,40;39,30;32,70;34,60;30,10;39,70;1,00;0,00;1,10;0,00;1,20;1,25;
22.12.2023 3:55:34;3,00;20,10;23,00;44,10;42,00;34,10;39,70;32,00;34,60;37,80;39,70;1,00;0,00;1,10;0,00;1,20;1,25;
22.12.2023 3:56:59;3,00;20,00;23,00;44,00;42,00;33,80;39,70;32,50;34,60;38,90;39,70;1,00;0,00;1,10;0,00;1,20;1,25;
